,page_id,lang,len,quantile,title,url,templating,index_box,heading,posts,unique_authors,depth,archive,exchanges,notes
1836202,25892,nl,7,0.55,Di-ethylstilbestrol,https://nl.wikipedia.org/wiki/Di-ethylstilbestrol,,,,,,,,,
7100,217163,nl,7,0.55,Troepen voor de sterren,https://nl.wikipedia.org/wiki/Troepen voor de sterren,,,,,,,,,
540119,1526455,nl,7,0.55,Lijst van aan de kredietcrisis gelieerde termen,https://nl.wikipedia.org/wiki/Lijst van aan de kredietcrisis gelieerde termen,,,,,,,,,
1329994,3020781,nl,7,0.55,And More,https://nl.wikipedia.org/wiki/And More,,,,,,,,,
1331422,3024171,nl,7,0.55,Huize St. Joseph Heer (Cadier en Keer),https://nl.wikipedia.org/wiki/Huize St. Joseph Heer (Cadier en Keer),,,,,,,,,
1713082,3923445,nl,7,0.55,Petrus van Oeckelen,https://nl.wikipedia.org/wiki/Petrus van Oeckelen,,,,,,,,,
593046,1688564,nl,7,0.55,"Langkoeas (schip, 1930)","https://nl.wikipedia.org/wiki/Langkoeas (schip, 1930)",,,,,,,,,
288778,894921,nl,7,0.55,Volkstribuun,https://nl.wikipedia.org/wiki/Volkstribuun,,,,,,,,,
183670,598712,nl,7,0.55,Ruslandtoren,https://nl.wikipedia.org/wiki/Ruslandtoren,,,,,,,,,
1220523,2819795,nl,7,0.55,Reign in Blood,https://nl.wikipedia.org/wiki/Reign in Blood,,,,,,,,,
1307301,2960458,nl,7,0.55,Roos van Leary,https://nl.wikipedia.org/wiki/Roos van Leary,,,,,,,,,
59897,339528,nl,7,0.55,Komedie,https://nl.wikipedia.org/wiki/Komedie,,,,,,,,,
1664643,3758469,nl,7,0.55,Telefooncel,https://nl.wikipedia.org/wiki/Telefooncel,,,,,,,,,
289956,898401,nl,7,0.55,One Tree Hill (televisieserie),https://nl.wikipedia.org/wiki/One Tree Hill (televisieserie),,,,,,,,,
530358,1489977,nl,7,0.55,Oekraïense regeringscrisis van 2008,https://nl.wikipedia.org/wiki/Oekraïense regeringscrisis van 2008,,,,,,,,,
418226,1196456,nl,7,0.55,Rijksregister,https://nl.wikipedia.org/wiki/Rijksregister,,,,,,,,,
1761244,4043798,nl,7,0.55,Wapen van Geersdijk,https://nl.wikipedia.org/wiki/Wapen van Geersdijk,,,,,,,,,
10655,225350,nl,7,0.55,Notulen,https://nl.wikipedia.org/wiki/Notulen,,,,,,,,,
202605,657501,nl,7,0.55,Kaper,https://nl.wikipedia.org/wiki/Kaper,,,,,,,,,
427842,1225177,nl,7,0.55,Rouwverwerking,https://nl.wikipedia.org/wiki/Rouwverwerking,,,,,,,,,
267855,833466,nl,7,0.55,Lijst van goniometrische gelijkheden,https://nl.wikipedia.org/wiki/Lijst van goniometrische gelijkheden,,,,,,,,,
81193,390428,nl,7,0.55,Lijst van hoogste gebouwen van Den Haag,https://nl.wikipedia.org/wiki/Lijst van hoogste gebouwen van Den Haag,,,,,,,,,
780711,2221066,nl,7,0.55,Concilie van Jeruzalem,https://nl.wikipedia.org/wiki/Concilie van Jeruzalem,,,,,,,,,
130829,479022,nl,7,0.55,Rodney Mullen,https://nl.wikipedia.org/wiki/Rodney Mullen,,,,,,,,,
1869719,91348,nl,7,0.55,Persoonlijkheidsstoornis,https://nl.wikipedia.org/wiki/Persoonlijkheidsstoornis,,,,,,,,,
1687450,3846304,nl,7,0.55,"KW-110 Gijsbert Karel van Hogendorp (schip, 1914) in de Tweede Wereldoorlog","https://nl.wikipedia.org/wiki/KW-110 Gijsbert Karel van Hogendorp (schip, 1914) in de Tweede Wereldoorlog",,,,,,,,,
408631,1170656,nl,7,0.55,Kritiek op religie,https://nl.wikipedia.org/wiki/Kritiek op religie,,,,,,,,,
568505,1612099,nl,7,0.55,Frederique van der Wal,https://nl.wikipedia.org/wiki/Frederique van der Wal,,,,,,,,,
269167,837295,nl,7,0.55,Sint-Joris (Beernem),https://nl.wikipedia.org/wiki/Sint-Joris (Beernem),,,,,,,,,
279815,869089,nl,7,0.55,Hat Yai (stad),https://nl.wikipedia.org/wiki/Hat Yai (stad),,,,,,,,,
585044,1666690,nl,7,0.55,Isselburg,https://nl.wikipedia.org/wiki/Isselburg,,,,,,,,,
169750,563351,nl,7,0.55,Shanghai-samenwerkingsorganisatie,https://nl.wikipedia.org/wiki/Shanghai-samenwerkingsorganisatie,,,,,,,,,
481071,1359438,nl,7,0.55,AScX Index,https://nl.wikipedia.org/wiki/AScX Index,,,,,,,,,
346969,1016595,nl,7,0.55,Kent (sigarettenmerk),https://nl.wikipedia.org/wiki/Kent (sigarettenmerk),,,,,,,,,
637232,1832998,nl,7,0.55,Vulkanische-explosiviteitsindex,https://nl.wikipedia.org/wiki/Vulkanische-explosiviteitsindex,,,,,,,,,
