,page_id,lang,len,quantile,title,url,templating,index_box,heading,posts,unique_authors,depth,archive,exchanges,notes
1194031,2750370,nl,7,0.55,Big Time Rush,https://nl.wikipedia.org/wiki/Big Time Rush,0,0,Cast,3,3,3,0,1,
1194031,2750370,nl,7,0.55,Big Time Rush,https://nl.wikipedia.org/wiki/Big Time Rush,0,0,Seizoen 5,1,1,1,0,1,
195436,632648,nl,7,0.55,Cellules Communistes Combattantes,https://nl.wikipedia.org/wiki/Cellules Communistes Combattantes,0,0,Aanslag brandweerlieden,1,1,1,0,0,
195436,632648,nl,7,0.55,Cellules Communistes Combattantes,https://nl.wikipedia.org/wiki/Cellules Communistes Combattantes,0,0,Aanslag op het kantoor van het VEV,1,1,1,0,0,
195436,632648,nl,7,0.55,Cellules Communistes Combattantes,https://nl.wikipedia.org/wiki/Cellules Communistes Combattantes,0,0,Bron De Morgen,2,2,2,0,1,several ips
270168,840201,nl,7,0.55,Abeltje (film),https://nl.wikipedia.org/wiki/Abeltje (film),0,0,,3,3,1,0,0,
270168,840201,nl,7,0.55,Abeltje (film),https://nl.wikipedia.org/wiki/Abeltje (film),0,0,filmset?,1,1,1,0,0,
1909011,177590,nl,7,0.55,Amerikaanse eik,https://nl.wikipedia.org/wiki/Amerikaanse eik,0,0,Bronvermelding,1,1,1,0,0,
1909011,177590,nl,7,0.55,Amerikaanse eik,https://nl.wikipedia.org/wiki/Amerikaanse eik,0,0,Zuurgraad,1,1,1,0,0,
550254,1553882,nl,7,0.55,Life in Technicolor ii,https://nl.wikipedia.org/wiki/Life in Technicolor ii,0,0,Grote wijziging,2,2,2,0,1,
21707,250087,nl,7,0.55,Lijst van voormalige gemeenten in Limburg (Nederland),https://nl.wikipedia.org/wiki/Lijst van voormalige gemeenten in Limburg (Nederland),0,0,,3,1,2,0,1,
605074,1722036,nl,7,0.55,Marius Mondelé,https://nl.wikipedia.org/wiki/Marius Mondelé,0,0,,5,2,5,0,1,
306963,935683,nl,7,0.55,Serie A 1931/32,https://nl.wikipedia.org/wiki/Serie A 1931/32,,,,,,,,,Deleted
171436,567337,nl,7,0.55,Midi-Pyrénées,https://nl.wikipedia.org/wiki/Midi-Pyrénées,0,0,,4,2,4,0,1,
1842904,37730,nl,7,0.55,Bernoulli,https://nl.wikipedia.org/wiki/Bernoulli,1,0,,6,6,2,0,2,
46440,307528,nl,7,0.55,Testament (akte),https://nl.wikipedia.org/wiki/Testament (akte),0,0,,3,3,0,0,0,
306978,935701,nl,7,0.55,Parti de la Droite,https://nl.wikipedia.org/wiki/Parti de la Droite,,,,,,,,,Deleted
177104,581433,nl,7,0.55,Woensel,https://nl.wikipedia.org/wiki/Woensel,0,0,,1,1,1,0,0,
177104,581433,nl,7,0.55,Woensel,https://nl.wikipedia.org/wiki/Woensel,0,0,lege regels,1,1,1,0,0,
177104,581433,nl,7,0.55,Woensel,https://nl.wikipedia.org/wiki/Woensel,0,0,Philips,2,2,2,0,1,
177104,581433,nl,7,0.55,Woensel,https://nl.wikipedia.org/wiki/Woensel,0,0,Woenselse markt,2,2,2,0,1,
602941,1713806,nl,7,0.55,Anthony Blunt,https://nl.wikipedia.org/wiki/Anthony Blunt,0,0,,1,1,1,0,0,
659407,1915266,nl,7,0.55,Zuid-Gelders,https://nl.wikipedia.org/wiki/Zuid-Gelders,0,1,Voorstel,,,,,,
659407,1915266,nl,7,0.55,Zuid-Gelders,https://nl.wikipedia.org/wiki/Zuid-Gelders,0,1,Kleverlands,,,,,,
659407,1915266,nl,7,0.55,Zuid-Gelders,https://nl.wikipedia.org/wiki/Zuid-Gelders,0,1,Compliment,,,,,,
659407,1915266,nl,7,0.55,Zuid-Gelders,https://nl.wikipedia.org/wiki/Zuid-Gelders,0,1,Land van Cuijk,,,,,,
659407,1915266,nl,7,0.55,Zuid-Gelders,https://nl.wikipedia.org/wiki/Zuid-Gelders,0,1,"Zuid-Gelders, Kleverlands, Noord-Limburgs",,,,,,
408794,1171170,nl,7,0.55,Vitrine,https://nl.wikipedia.org/wiki/Vitrine,0,0,,3,2,3,0,1,
113099,446809,nl,7,0.55,Uden-Veghel,https://nl.wikipedia.org/wiki/Uden-Veghel,0,1,Stedelijke regio's.,1,1,1,0,0,
113099,446809,nl,7,0.55,Uden-Veghel,https://nl.wikipedia.org/wiki/Uden-Veghel,0,1,Planregio,1,1,1,0,0,
113099,446809,nl,7,0.55,Uden-Veghel,https://nl.wikipedia.org/wiki/Uden-Veghel,0,1,Schrijfstijl van dit artikel,0,0,0,0,0,unsigned
113099,446809,nl,7,0.55,Uden-Veghel,https://nl.wikipedia.org/wiki/Uden-Veghel,0,1,Stedelijke regio??,1,1,1,0,0,
113099,446809,nl,7,0.55,Uden-Veghel,https://nl.wikipedia.org/wiki/Uden-Veghel,0,1,Statistieken,0,0,0,0,0,unsigned
816567,2273323,nl,7,0.55,Ottomaans Egypte,https://nl.wikipedia.org/wiki/Ottomaans Egypte,0,1,Toelichting bewerking artikel Ottomaans Egypte,3,2,3,0,1,
816567,2273323,nl,7,0.55,Ottomaans Egypte,https://nl.wikipedia.org/wiki/Ottomaans Egypte,0,1,Herschrijving periode 1881-’82,1,1,1,0,0,
816567,2273323,nl,7,0.55,Ottomaans Egypte,https://nl.wikipedia.org/wiki/Ottomaans Egypte,0,1,"Edits 9 juni 2013, 14:51(Zomertijd)",1,1,1,0,0,
816567,2273323,nl,7,0.55,Ottomaans Egypte,https://nl.wikipedia.org/wiki/Ottomaans Egypte,0,1,Titel van het tussenkopje,2,2,2,0,1,
250715,786440,nl,7,0.55,Sanoma Media,https://nl.wikipedia.org/wiki/Sanoma Media,0,0,Verwijderingsnominatie Afbeelding:Viva05.jpg,1,1,1,0,0,
250715,786440,nl,7,0.55,Sanoma Media,https://nl.wikipedia.org/wiki/Sanoma Media,0,0,Fashionchick,2,1,0,0,0,
216460,703499,nl,7,0.55,Factor V Leiden,https://nl.wikipedia.org/wiki/Factor V Leiden,0,0,,4,3,1,0,0,
1849331,49809,nl,7,0.55,Console,https://nl.wikipedia.org/wiki/Console,0,0,,6,4,4,0,1,
1899583,157511,nl,7,0.55,Lijst van stadions,https://nl.wikipedia.org/wiki/Lijst van stadions,0,0,,1,1,1,0,0,
1899583,157511,nl,7,0.55,Lijst van stadions,https://nl.wikipedia.org/wiki/Lijst van stadions,0,0,Lijsten per land,1,1,1,0,0,
539142,1523395,nl,7,0.55,Ressentiment,https://nl.wikipedia.org/wiki/Ressentiment,0,0,Essay: Ressentiment als technische term,3,1,1,0,0,
539142,1523395,nl,7,0.55,Ressentiment,https://nl.wikipedia.org/wiki/Ressentiment,0,0,Afbeeldingsuggestie,1,1,1,0,0,
607507,1737678,nl,7,0.55,Paarlo,https://nl.wikipedia.org/wiki/Paarlo,0,0,,3,3,2,0,1,
170809,565866,nl,7,0.55,Analytische taal,https://nl.wikipedia.org/wiki/Analytische taal,0,0,Isolerende taal,1,1,1,0,0,crossed
170809,565866,nl,7,0.55,Analytische taal,https://nl.wikipedia.org/wiki/Analytische taal,0,0,Analytisch vs. isolerend,1,1,1,0,0,
170809,565866,nl,7,0.55,Analytische taal,https://nl.wikipedia.org/wiki/Analytische taal,0,0,Clitica,0,0,0,0,0,unsigned
1318618,2991007,nl,7,0.55,Dienofiel,https://nl.wikipedia.org/wiki/Dienofiel,0,0,,4,3,4,0,1,
284794,883253,nl,7,0.55,Umberto Eco,https://nl.wikipedia.org/wiki/Umberto Eco,0,0,,3,2,3,0,1,
244216,768342,nl,7,0.55,Petrozavodsk,https://nl.wikipedia.org/wiki/Petrozavodsk,0,0, afbeeldingen uit 1912?,3,2,3,0,1,
523496,1463152,nl,7,0.55,IJsbaan van Amsterdam,https://nl.wikipedia.org/wiki/IJsbaan van Amsterdam,0,0,,1,1,1,0,0,
1900197,158776,nl,7,0.55,Geluidsdruk,https://nl.wikipedia.org/wiki/Geluidsdruk,0,0,,1,1,1,0,0,
1900197,158776,nl,7,0.55,Geluidsdruk,https://nl.wikipedia.org/wiki/Geluidsdruk,0,0,Formule,5,2,5,0,1,
130522,477894,nl,7,0.55,Helga Deen,https://nl.wikipedia.org/wiki/Helga Deen,0,0,Link naar Netwerk-reportage?,2,2,2,0,1,
635274,1826017,nl,7,0.55,Dosislimiet,https://nl.wikipedia.org/wiki/Dosislimiet,0,0,,2,2,0,0,0,
235045,741465,nl,7,0.55,Han Diekmann,https://nl.wikipedia.org/wiki/Han Diekmann,0,0,,5,3,2,0,2,
120091,458273,nl,7,0.55,Nestlé,https://nl.wikipedia.org/wiki/Nestlé,0,0,,3,2,3,0,1,
120091,458273,nl,7,0.55,Nestlé,https://nl.wikipedia.org/wiki/Nestlé,0,0,Slavernij,1,1,1,0,0,
301081,920393,nl,7,0.55,Hohenzollern-Sigmaringen,https://nl.wikipedia.org/wiki/Hohenzollern-Sigmaringen,0,0,,5,3,5,0,1,
440777,1254490,nl,7,0.55,Julia Agrippina minor,https://nl.wikipedia.org/wiki/Julia Agrippina minor,0,0,Een discusie van de beoordelingspagina der etalagenominaties,8,4,4,0,2,
440777,1254490,nl,7,0.55,Julia Agrippina minor,https://nl.wikipedia.org/wiki/Julia Agrippina minor,0,0,Archivering Wikipedia:Review,13,7,6,0,2,
1809798,4373485,nl,7,0.55,Donald Duck Mini Pocket 8,https://nl.wikipedia.org/wiki/Donald Duck Mini Pocket 8,0,0,Geschreven tekeningen?,6,3,6,0,1,
657943,1909258,nl,7,0.55,Communistische Jongerenbeweging,https://nl.wikipedia.org/wiki/Communistische Jongerenbeweging,0,0,,1,1,1,0,0,
657943,1909258,nl,7,0.55,Communistische Jongerenbeweging,https://nl.wikipedia.org/wiki/Communistische Jongerenbeweging,0,0,Politieke Richting,3,2,2,0,1,
369350,1070038,nl,7,0.55,Elfdaals,https://nl.wikipedia.org/wiki/Elfdaals,0,0,,3,2,3,0,1,
1827812,13132,nl,7,0.55,Digitale audio,https://nl.wikipedia.org/wiki/Digitale audio,0,0,,6,4,2,0,2,
1827164,12249,nl,7,0.55,Abraham Lincoln,https://nl.wikipedia.org/wiki/Abraham Lincoln,0,0,,2,2,2,0,1,
1827164,12249,nl,7,0.55,Abraham Lincoln,https://nl.wikipedia.org/wiki/Abraham Lincoln,0,0,Compromisloos,3,2,3,0,1,
67705,359741,nl,7,0.55,Chateaubriand (gerecht),https://nl.wikipedia.org/wiki/Chateaubriand (gerecht),,,,,,,,,
389841,1127538,nl,7,0.55,Chromatische toonladder,https://nl.wikipedia.org/wiki/Chromatische toonladder,,,,,,,,,
59945,339605,nl,7,0.55,Kebun Raya Bogor,https://nl.wikipedia.org/wiki/Kebun Raya Bogor,,,,,,,,,
1825629,10147,nl,7,0.55,Lijst van stripverhalen (per land),https://nl.wikipedia.org/wiki/Lijst van stripverhalen (per land),,,,,,,,,
152406,515144,nl,7,0.55,Café de Wereld,https://nl.wikipedia.org/wiki/Café de Wereld,,,,,,,,,
