,page_id,lang,len,quantile,title,url,templating,index_box,heading,posts,unique_authors,depth,archive,exchanges,notes
160017,513703,fa,28,0.9,طوفان,https://fa.wikipedia.org/wiki/طوفان,,,,,,,,,
161367,516955,fa,28,0.9,بمب‌گذاری ۱۳۸۹ در مهاباد,https://fa.wikipedia.org/wiki/بمب‌گذاری ۱۳۸۹ در مهاباد,,,,,,,,,
168185,536356,fa,28,0.9,کتاب استر,https://fa.wikipedia.org/wiki/کتاب استر,,,,,,,,,
228068,711201,fa,28,0.9,منوچهر رحمتی,https://fa.wikipedia.org/wiki/منوچهر رحمتی,,,,,,,,,
242427,777673,fa,28,0.9,بازی تاج و تخت,https://fa.wikipedia.org/wiki/بازی تاج و تخت,,,,,,,,,
274568,839038,fa,28,0.9,حزب الدعوه اسلامی,https://fa.wikipedia.org/wiki/حزب الدعوه اسلامی,,,,,,,,,
274776,839354,fa,28,0.9,سلفی‌گری,https://fa.wikipedia.org/wiki/سلفی‌گری,,,,,,,,,
274982,839578,fa,28,0.9,سید صادق حسینی شیرازی,https://fa.wikipedia.org/wiki/سید صادق حسینی شیرازی,,,,,,,,,
377609,1267020,fa,28,0.9,منطقه آزاد تجاری-صنعتی انزلی,https://fa.wikipedia.org/wiki/منطقه آزاد تجاری-صنعتی انزلی,,,,,,,,,
500733,1771225,fa,28,0.9,انجمن حسابداری ایران,https://fa.wikipedia.org/wiki/انجمن حسابداری ایران,,,,,,,,,
501436,1776903,fa,28,0.9,فهرست فرمانروایان زن,https://fa.wikipedia.org/wiki/فهرست فرمانروایان زن,,,,,,,,,
503243,1788920,fa,28,0.9,لاندسبرگ آم لش,https://fa.wikipedia.org/wiki/لاندسبرگ آم لش,,,,,,,,,
553258,2111449,fa,28,0.9,حامد زمانی,https://fa.wikipedia.org/wiki/حامد زمانی,,,,,,,,,
422,1807,fa,29,0.9,تیمور لنگ,https://fa.wikipedia.org/wiki/تیمور لنگ,,,,,,,,,
7758,19923,fa,29,0.9,سنقر,https://fa.wikipedia.org/wiki/سنقر,,,,,,,,,
8863,22091,fa,29,0.9,پسانوگرایی,https://fa.wikipedia.org/wiki/پسانوگرایی,,,,,,,,,
12160,31421,fa,29,0.9,قشقایی,https://fa.wikipedia.org/wiki/قشقایی,,,,,,,,,
16279,45949,fa,29,0.9,ملالی جویا,https://fa.wikipedia.org/wiki/ملالی جویا,,,,,,,,,
18735,53683,fa,29,0.9,سید محمدحسین کاظمینی بروجردی,https://fa.wikipedia.org/wiki/سید محمدحسین کاظمینی بروجردی,,,,,,,,,
27571,88817,fa,29,0.9,دین ابراهیمی,https://fa.wikipedia.org/wiki/دین ابراهیمی,,,,,,,,,
34452,141850,fa,29,0.9,ایرج میرزا,https://fa.wikipedia.org/wiki/ایرج میرزا,,,,,,,,,
34677,142327,fa,29,0.9,بخش فارسی بی‌بی‌سی,https://fa.wikipedia.org/wiki/بخش فارسی بی‌بی‌سی,,,,,,,,,
35467,144847,fa,29,0.9,مرتضی طلائی,https://fa.wikipedia.org/wiki/مرتضی طلائی,,,,,,,,,
41168,163894,fa,29,0.9,حسین شریعتمداری,https://fa.wikipedia.org/wiki/حسین شریعتمداری,,,,,,,,,
46726,181783,fa,29,0.9,پیرانشهر,https://fa.wikipedia.org/wiki/پیرانشهر,,,,,,,,,
61462,230531,fa,29,0.9,مردم‌سالاری جفرسونی,https://fa.wikipedia.org/wiki/مردم‌سالاری جفرسونی,,,,,,,,,
62756,234988,fa,29,0.9,خویشاوندسالاری در ایران,https://fa.wikipedia.org/wiki/خویشاوندسالاری در ایران,,,,,,,,,
66007,243996,fa,29,0.9,علی کردان,https://fa.wikipedia.org/wiki/علی کردان,,,,,,,,,
66418,246177,fa,29,0.9,واژه‌سازی,https://fa.wikipedia.org/wiki/واژه‌سازی,,,,,,,,,
92081,325409,fa,29,0.9,قناری اهلی,https://fa.wikipedia.org/wiki/قناری اهلی,,,,,,,,,
98062,350414,fa,29,0.9,نیمه شعبان,https://fa.wikipedia.org/wiki/نیمه شعبان,,,,,,,,,
100539,358858,fa,29,0.9,سیاه‌چاله,https://fa.wikipedia.org/wiki/سیاه‌چاله,,,,,,,,,
101944,362371,fa,29,0.9,مردم پارسی,https://fa.wikipedia.org/wiki/مردم پارسی,,,,,,,,,
121789,390709,fa,29,0.9,جنبش سبز علوی,https://fa.wikipedia.org/wiki/جنبش سبز علوی,,,,,,,,,
127670,413162,fa,29,0.9,اعلام نظر جامعه مدرسین حوزه علمیه قم مبنی بر عدم صلاحیت مرجعیت یوسف صانعی,https://fa.wikipedia.org/wiki/اعلام نظر جامعه مدرسین حوزه علمیه قم مبنی بر عدم صلاحیت مرجعیت یوسف صانعی,,,,,,,,,
146326,480769,fa,29,0.9,جو (هواشناسی),https://fa.wikipedia.org/wiki/جو (هواشناسی),,,,,,,,,
153210,500298,fa,29,0.9,محمدتقی زهتابی,https://fa.wikipedia.org/wiki/محمدتقی زهتابی,,,,,,,,,
276705,841663,fa,29,0.9,جواد نکونام,https://fa.wikipedia.org/wiki/جواد نکونام,,,,,,,,,
