,page_id,lang,len,quantile,title,url,templating,index_box,heading,posts,unique_authors,depth,archive,exchanges,Notes
10299,20813,ca,55,0.92,Bolet,https://ca.wikipedia.org/wiki/Bolet,,,,,,,,,
24724,52688,ca,55,0.92,Andorra,https://ca.wikipedia.org/wiki/Andorra,,,,,,,,,
65265,133611,ca,55,0.92,Anticatalanisme,https://ca.wikipedia.org/wiki/Anticatalanisme,,,,,,,,,
109250,234135,ca,55,0.92,Casa de la Ciutat (Barcelona),https://ca.wikipedia.org/wiki/Casa de la Ciutat (Barcelona),,,,,,,,,
215095,462836,ca,55,0.92,Donatello,https://ca.wikipedia.org/wiki/Donatello,,,,,,,,,
502880,1145379,ca,55,0.92,Virus de la síndrome reproductiva i respiratòria porcina,https://ca.wikipedia.org/wiki/Virus de la síndrome reproductiva i respiratòria porcina,,,,,,,,,
20456,43764,ca,56,0.92,Descobriment d'Amèrica,https://ca.wikipedia.org/wiki/Descobriment d'Amèrica,,,,,,,,,
74240,154440,ca,56,0.92,Germans Pinzón,https://ca.wikipedia.org/wiki/Germans Pinzón,,,,,,,,,
471811,1055629,ca,56,0.92,ELISPOT,https://ca.wikipedia.org/wiki/ELISPOT,,,,,,,,,
11655,23506,ca,57,0.92,Sistema operatiu,https://ca.wikipedia.org/wiki/Sistema operatiu,,,,,,,,,
47360,97985,ca,57,0.92,L'Alguer,https://ca.wikipedia.org/wiki/L'Alguer,,,,,,,,,
20552,43912,ca,58,0.93,Espanyolisme,https://ca.wikipedia.org/wiki/Espanyolisme,,,,,,,,,
22013,46742,ca,58,0.93,Estelada,https://ca.wikipedia.org/wiki/Estelada,,,,,,,,,
47439,98120,ca,58,0.93,Tahitià,https://ca.wikipedia.org/wiki/Tahitià,,,,,,,,,
478344,1074832,ca,58,0.93,Papa Francesc,https://ca.wikipedia.org/wiki/Papa Francesc,,,,,,,,,
501962,1142280,ca,58,0.93,Aglutinació en porta,https://ca.wikipedia.org/wiki/Aglutinació en porta,,,,,,,,,
28034,59256,ca,59,0.93,Compromís de Casp,https://ca.wikipedia.org/wiki/Compromís de Casp,,,,,,,,,
39068,82055,ca,59,0.93,Guerra de Successió Espanyola,https://ca.wikipedia.org/wiki/Guerra de Successió Espanyola,,,,,,,,,
115180,246147,ca,59,0.93,El lazarillo de Tormes,https://ca.wikipedia.org/wiki/El lazarillo de Tormes,,,,,,,,,
474090,1062345,ca,59,0.93,Llista de monuments de Sabadell,https://ca.wikipedia.org/wiki/Llista de monuments de Sabadell,,,,,,,,,
6856,12061,ca,60,0.93,Castellà,https://ca.wikipedia.org/wiki/Castellà,,,,,,,,,
7840,14853,ca,60,0.93,Colla castellera,https://ca.wikipedia.org/wiki/Colla castellera,,,,,,,,,
8279,16183,ca,60,0.93,Alcoi,https://ca.wikipedia.org/wiki/Alcoi,,,,,,,,,
10224,20656,ca,60,0.93,Occitània,https://ca.wikipedia.org/wiki/Occitània,,,,,,,,,
48090,99704,ca,60,0.93,Lluís Companys i Jover,https://ca.wikipedia.org/wiki/Lluís Companys i Jover,,,,,,,,,
70025,145380,ca,60,0.93,Comunitat autònoma del País Basc,https://ca.wikipedia.org/wiki/Comunitat autònoma del País Basc,,,,,,,,,
56355,114949,ca,61,0.93,Canya (planta),https://ca.wikipedia.org/wiki/Canya (planta),,,,,,,,,
58439,119708,ca,61,0.93,Nàutil,https://ca.wikipedia.org/wiki/Nàutil,,,,,,,,,
69826,144942,ca,61,0.93,Úranos,https://ca.wikipedia.org/wiki/Úranos,,,,,,,,,
75531,157095,ca,61,0.93,Gat,https://ca.wikipedia.org/wiki/Gat,,,,,,,,,
13091,26825,ca,62,0.93,Antoni Gaudí i Cornet,https://ca.wikipedia.org/wiki/Antoni Gaudí i Cornet,,,,,,,,,
15507,32686,ca,62,0.93,Francisco Franco Bahamonde,https://ca.wikipedia.org/wiki/Francisco Franco Bahamonde,,,,,,,,,
288558,623961,ca,62,0.93,Exposició Universal de Barcelona,https://ca.wikipedia.org/wiki/Exposició Universal de Barcelona,,,,,,,,,
12410,24939,ca,63,0.93,Occità,https://ca.wikipedia.org/wiki/Occità,,,,,,,,,
27383,57986,ca,63,0.93,Història del ferrocarril a Catalunya,https://ca.wikipedia.org/wiki/Història del ferrocarril a Catalunya,,,,,,,,,
108183,232051,ca,63,0.93,Natura,https://ca.wikipedia.org/wiki/Natura,,,,,,,,,
472176,1056729,ca,63,0.93,ELISA,https://ca.wikipedia.org/wiki/ELISA,,,,,,,,,
4723,7239,ca,64,0.94,Comunitat Valenciana,https://ca.wikipedia.org/wiki/Comunitat Valenciana,,,,,,,,,
13342,27328,ca,64,0.94,Homeopatia,https://ca.wikipedia.org/wiki/Homeopatia,,,,,,,,,
503253,1146841,ca,64,0.94,IPMA,https://ca.wikipedia.org/wiki/IPMA,,,,,,,,,
94932,193010,ca,65,0.94,Leonardo da Vinci,https://ca.wikipedia.org/wiki/Leonardo da Vinci,,,,,,,,,
234514,503810,ca,65,0.94,Carta de la Primera Navegació,https://ca.wikipedia.org/wiki/Carta de la Primera Navegació,,,,,,,,,
7102,12448,ca,66,0.94,Reial Club Deportiu Espanyol de Barcelona,https://ca.wikipedia.org/wiki/Reial Club Deportiu Espanyol de Barcelona,,,,,,,,,
15407,32435,ca,66,0.94,Història de Catalunya,https://ca.wikipedia.org/wiki/Història de Catalunya,,,,,,,,,
